0.0 2.0
0.00000000	483.9779879976	
0.02500000	537.1559149105	
0.17500000	627.0904131014	
0.20000000	613.8500125707	
0.22500000	626.4381895922	
0.37500000	637.0255177083	
0.40000000	623.0590212263	
0.42500000	626.9224818835	
0.57500000	624.3327432584	
0.60000000	617.2439526129	
0.62500000	624.0973485604	
0.77500000	624.5200483781	
0.80000000	617.7014067555	
0.82500000	624.6723378746	
0.97500000	624.8843728876	
1.00000000	618.0123857378	
1.02500000	624.9733680584	
1.17500000	626.3509538194	
1.20000000	620.9301809524	
1.22500000	631.1307580946	
1.37500000	623.5657537880	
1.40000000	611.4366145337	
1.42500000	615.8062513664	
1.57500000	587.5371419130	
1.60000000	570.7766294442	
1.62500000	565.0887673406	
1.77500000	532.4774744630	
1.80000000	522.7867597031	
1.82500000	516.3943474744	
1.97500000	497.3465920120	
2.00000000	495.4461614408	
2.02500000	493.6616797107	
2.17500000	485.6210221465	
2.20000000	484.6338102183	
2.22500000	483.7233376761	
2.37500000	479.6177048380	
2.40000000	479.1079959706	
2.42500000	478.6363130630	
2.57500000	476.4929688286	
2.60000000	476.2252732763	
2.62500000	475.9773646839	
2.77500000	474.8482238691	
2.80000000	474.7069026210	
2.82500000	474.5759828359	
2.97500000	473.9790513421	
3.00000000	473.9042730758	
3.02500000	473.8349865007	
3.17500000	473.5189241243	
3.20000000	473.4793190622	
3.22500000	473.4426213988	
3.37500000	473.2752040004	
3.40000000	473.2542256880	
3.42500000	473.2347911110	
3.57500000	473.1461502876	
3.60000000	473.1350457416	
3.62500000	473.1247639643	
3.77500000	473.0779134921	
3.80000000	473.0720514428	
3.82500000	473.0666292526	
3.97500000	473.0421171827	
4.00000000	473.0391500126	
4.02500000	473.0365345464	
4.17500000	473.0237607839	
4.20000000	473.0220659426	
4.22500000	473.0207959195	
4.37500000	473.0136824379	
4.40000000	473.0124833301	
4.42500000	473.0116122041	
4.57500000	473.0074323462	
4.60000000	473.0067886505	
4.62500000	473.0062881677	
4.77500000	473.0039576057	
4.80000000	473.0036247855	
4.82500000	473.0033513079	
4.97500000	473.0020869203	
5.00000000	473.0019185465	
5.02500000	473.0017797082	
5.17500000	473.0011058347	
5.20000000	473.0010161813	
5.22500000	473.0009491749	
5.37500000	473.0005903931	
5.40000000	473.0005383657	
5.42500000	473.0005067227	
5.57500000	473.0003160439	
5.60000000	473.0002834648	
5.62500000	473.0002666678	
5.77500000	473.0001709454	
5.80000000	473.0001524844	
5.82500000	473.0001426153	
5.97500000	473.0001063978	
6.00000000	473.0001011235	
6.02500000	473.0001006207	
6.17500000	473.0000871689	
6.20000000	473.0000819241	
6.22500000	473.0000808755	
6.37500000	473.0000564014	
6.40000000	473.0000501503	
6.42500000	473.0000464770	
6.57500000	473.0000146228	
6.60000000	473.0000136987	
6.62500000	473.0000175002	
6.77500000	472.9999992028	
6.80000000	472.9999955511	
6.82500000	473.0000004590	
6.97500000	473.0000095916	
7.00000000	473.0000065835	
7.02500000	473.0000109358	
7.17500000	473.0000344596	
7.20000000	473.0000339556	
7.22500000	473.0000377865	
7.37500000	473.0000352882	
7.40000000	473.0000331236	
7.42500000	473.0000327934	
7.57500000	473.0000167590	
7.60000000	473.0000141411	
7.62500000	473.0000152875	
7.77500000	473.0000258502	
7.80000000	473.0000300422	
7.82500000	473.0000379198	
7.97500000	473.0000446692	
8.00000000	473.0000332306	
8.02500000	473.0000264171	
8.17500000	473.0000002397	
8.20000000	473.0000073006	
8.22500000	473.0000141332	
8.37500000	473.0000082905	
8.40000000	473.0000034338	
8.42500000	473.0000048438	
8.57500000	473.0000148551	
8.60000000	473.0000069591	
8.62500000	473.0000006269	
8.77500000	472.9999922291	
8.80000000	472.9999941969	
8.82500000	472.9999992634	
8.97500000	473.0000028858	
9.00000000	473.0000031560	
9.02500000	473.0000090610	
9.17500000	472.9999925609	
9.20000000	472.9999967572	
9.22500000	473.0000012898	
9.37500000	473.0000031063	
9.40000000	473.0000008341	
9.42500000	473.0000081842	
9.57500000	472.9999974018	
9.60000000	472.9999938271	
9.62500000	473.0000001042	
9.77500000	473.0000041884	
9.80000000	472.9999960752	
9.82500000	473.0000000215	
9.97500000	473.0000029883	
10.00000000	472.9999894348
